Full Title,ISSN,Product ID,Change History
Information Fusion,1566-2535,05561,
Information & Management,0378-7206,05374,
Information and Organization,1471-7727,00964,"Formerly known as Accounting, Management and Information Technologies"
Information Processing in Agriculture,2214-3173,17020,
Information Processing Letters,0020-0190,05282,
Information Processing & Management,0306-4573,00244,Formerly known as Information Storage and Retrieval
Information Sciences,0020-0255,07669,Incorporating Information Sciences - Applications
Information and Software Technology,0950-5849,05281,Formerly known as Data Processing
Information Systems,0306-4379,00236,
Infrared Physics & Technology,1350-4495,05198,Formerly known as Infrared Physics
Injury,0020-1383,03040,
Innovative Food Science & Emerging Technologies,1466-8564,01059,
Inorganic Chemistry Communications,1387-7003,06052,
Inorganica Chimica Acta,0020-1693,06011,Incorporating Inorganica Chimica Acta Reviews
Insect Biochemistry and Molecular Biology,0965-1748,00390,Formerly known as Insect Biochemistry
Insurance: Mathematics and Economics,0167-6687,05376,
Integration,0167-9260,05286,
Integrative Medicine Research,2213-4220,10147,
Intelligence,0160-2896,07455,
Intensive and Critical Care Nursing,0964-3397,12744,Formerly known as Intensive Care Nursing
Interdisciplinary Neurosurgery,2214-7519,18053,
Intermetallics,0966-9795,02041,
International Biodeterioration & Biodegradation,0964-8305,02029,Formerly known as International Biodeterioration
International Business Review,0969-5931,00133,Formerly known as Scandinavian International Business Review
International Communications in Heat and Mass Transfer,0735-1933,00208,Formerly known as Letters in Heat and Mass Transfer
International Dairy Journal,0958-6946,02030,
International Economics,2110-7017,17008,
International Emergency Nursing,1755-599X,12738,Formerly known as Accident & Emergency Nursing
International Immunopharmacology,1567-5769,05576,Incorporating Immunopharmacology and International Journal of Immunopharmacology
The International Journal of Accounting,0020-7063,07412,
International Journal of Accounting Information Systems,1467-0895,07464,
International Journal of Adhesion and Adhesives,0143-7496,03042,
International Journal of Africa Nursing Sciences,2214-1391,08831,
International Journal of Antimicrobial Agents,0924-8579,05047,
International Journal of Applied Earth Observation and Geoinformation,0303-2434,05539,
International Journal of Approximate Reasoning,0888-613X,07662,
The International Journal of Biochemistry & Cell Biology,1357-2725,00395,Formerly known as International Journal of Biochemistry
International Journal of Biological Macromolecules,0141-8130,05048,
International Journal of Cardiology,0167-5273,08025,
International Journal of Child-Computer Interaction,2212-8689,18006,
International Journal of Clinical and Health Psychology,1697-2600,15827,
International Journal of Coal Geology,0166-5162,05337,
International Journal of Critical Infrastructure Protection,1874-5482,08628,
International Journal of Developmental Neuroscience,0736-5748,00712,
International Journal of Disaster Risk Reduction,2212-4209,08802,
International Journal of Drug Policy,0955-3959,05519,
International Journal of Educational Development,0738-0593,00719,
International Journal of Educational Research,0883-0355,00968,Formerly known as Evaluation in Education
International Journal of Electrical Power & Energy Systems,0142-0615,03044,
International Journal of e-Navigation and Maritime Economy,2405-5352,18153,
International Journal of Engineering Science,0020-7225,00278,
International Journal of Fatigue,0142-1123,03045,
International Journal of Food Microbiology,0168-1605,05109,
International Journal of Forecasting,0169-2070,05378,
International Journal of Gastronomy and Food Science,1878-450X,10098,
International Journal of Gerontology,1873-9598,08649,
International Journal of Greenhouse Gas Control,1750-5836,04089,
International Journal of Heat and Fluid Flow,0142-727X,07657,
International Journal of Heat and Mass Transfer,0017-9310,00210,
International Journal of Hospitality Management,0278-4319,00659,
International Journal of Human-Computer Studies,1071-5819,12608,Formerly known as International Journal of Man-Machine Studies; Incorporating Knowledge Acquisition
International Journal of Hydrogen Energy,0360-3199,00485,
International Journal of Hygiene and Environmental Health,1438-4639,10024,Formerly known as Zentralblatt für Hygiene und Umweltmedizin
International Journal of Impact Engineering,0734-743X,00700,
International Journal of Industrial Ergonomics,0169-8141,05284,
International Journal of Industrial Organization,0167-7187,05379,
International Journal of Infectious Diseases,1201-9712,04292,
International Journal of Information Management,0268-4012,03046,Formerly known as Social Science Information Studies
International Journal of Innovation Studies,2096-2487,18405,
International Journal of Intercultural Relations,0147-1767,00535,
"International Journal of Law, Crime and Justice",1756-0616,12632,Formerly known as International Journal of the Sociology of Law
International Journal of Law and Psychiatry,0160-2527,00295,
International Journal of Lightweight Materials and Manufacture,2588-8404,18406,
International Journal of Machine Tools and Manufacture,0890-6955,00264,Formerly known as International Journal of Machine Tool Design and Research
The International Journal of Management Education,1472-8117,17001,
International Journal of Mass Spectrometry,1387-3806,05155,Formerly known as International Journal of Mass Spectrometry and Ion Processes
International Journal of Mechanical Sciences,0020-7403,00206,
International Journal of Medical Informatics,1386-5056,08024,Formerly known as International Journal of Bio-Medical Computing
International Journal of Medical Microbiology,1438-4221,10025,Formerly known as Zentralblatt für Bakteriologie; Incorporating International Journal of Medical Microbiology Supplements
International Journal of Mining Science and Technology,2095-2686,08603,Formerly known as Mining Science and Technology (China)
International Journal of Multiphase Flow,0301-9322,00234,
International Journal of Naval Architecture and Ocean Engineering,2092-6782,18298,
International Journal of Non-Linear Mechanics,0020-7462,00299,
International Journal of Nursing Sciences,2352-0132,18057,
International Journal of Nursing Studies,0020-7489,00266,
International Journal of Obstetric Anesthesia,0959-289X,12733,
International Journal of Oral and Maxillofacial Surgery,0901-5027,12901,Formerly known as International Journal of Oral Surgery
International Journal of Orthopaedic and Trauma Nursing,1878-1241,12748,Formerly known as Journal of Orthopaedic Nursing
International Journal of Osteopathic Medicine,1746-0689,04081,Formerly known as Journal of Osteopathic Medicine
International Journal of Paleopathology,1879-9817,12931,
International Journal for Parasitology,0020-7519,00353,
International Journal for Parasitology: Drugs and Drug Resistance,2211-3207,12969,
International Journal for Parasitology: Parasites and Wildlife,2213-2244,10131,
International Journal of Pavement Research and Technology,1996-6814,18304,
International Journal of Pediatric Otorhinolaryngology,0165-5876,08028,
International Journal of Pediatric Otorhinolaryngology Extra,1871-4048,04243,
International Journal of Pediatrics and Adolescent Medicine,2352-6467,18110,
International Journal of Pharmaceutics,0378-5173,05049,
International Journal of Plasticity,0749-6419,00762,
International Journal of Pressure Vessels and Piping,0308-0161,02031,
International Journal of Production Economics,0925-5273,05380,Formerly known as Engineering Costs and Production Economics
International Journal of Project Management,0263-7863,03047,
International Journal of Psychophysiology,0167-8760,05050,
International Journal of Radiation Oncology*Biology*Physics,0360-3016,07551,
International Journal of Refractory Metals and Hard Materials,0263-4368,02128,
International Journal of Refrigeration,0140-7007,03048,
International Journal of Research in Marketing,0167-8116,05381,
International Journal of Rock Mechanics and Mining Sciences,1365-1609,00256,Formerly known as International Journal of Rock Mechanics and Mining Sciences & Geomechanics Abstracts
International Journal of Sediment Research,1001-6279,08648,
International Journal of Solids and Structures,0020-7683,00297,
International Journal of Surgery,1743-9191,05620,Formerly known as The Journal of Surgery
International Journal of Surgery Case Reports,2210-2612,12885,
International Journal of Surgery Open,2405-8572,18209,
International Journal of Surgery Protocols,2468-3574,18885,
International Journal of Thermal Sciences,1290-0729,09063,Formerly known as Revue Générale de Thermique
International Journal of Transportation Science and Technology,2046-0430,18363,
International Journal of Veterinary Science and Medicine,2314-4599,17013,
International Journal of Women's Dermatology,2352-6475,18764,
International Orthodontics,1761-7227,15544,
International Review of Economics Education,1477-3880,10172,
International Review of Economics & Finance,1059-0560,07415,
International Review of Financial Analysis,1057-5219,07416,
International Review of Law and Economics,0144-8188,07673,
International Soil and Water Conservation Research,2095-6339,18187,
The Internet and Higher Education,1096-7516,07447,
Internet Interventions,2214-7829,18051,
Interventional Cardiology Clinics,2211-7458,14109,
Investigaciones de Historia Económica,1698-6989,15958,
IRBM,1959-0318,09057,Formerly known as ITBM-RBM
IRBM News,1959-7568,09056,Formerly known as ITBM-RBM News
ISA Transactions,0019-0578,05382,
iScience,2589-0042,18921,
ISPRS Journal of Photogrammetry and Remote Sensing,0924-2716,05340,Formerly known as Photogrammetria
JAAD Case Reports,2352-5126,18752,
JACC: Basic to Translational Science,2452-302X,18882,
JACC: Cardiovascular Imaging,1936-878X,07811,
JACC: Cardiovascular Interventions,1936-8798,07812,
JACC: Clinical Electrophysiology,2405-500X,18802,
JACC: Heart Failure,2213-1779,14130,
Japan and the World Economy,0922-1425,05383,
Japanese Dental Science Review,1882-7616,12765,
JCRS Online Case Reports,2214-1677,14152,
JMV-Journal de Médecine Vasculaire,2542-4513,15563,Formerly known as Journal des Maladies Vasculaires
Joint Bone Spine,1297-319X,09089,
The Joint Commission Journal on Quality and Patient Safety,1553-7250,18893,Formerly Known as The Joint Commission Journal on Quality and Safety
Jornal de Pediatria,0021-7557,15988,
Jornal de Pediatria (Versão em Português),2255-5536,15989,
Joule,2542-4351,18907,
The Journal of Academic Librarianship,0099-1333,07418,
Journal of the Academy of Nutrition and Dietetics,2212-2672,13340,Formerly known as Journal of the American Dietetic Association
Journal of Accounting and Economics,0165-4101,05384,
Journal of Accounting Education,0748-5751,00840,
Journal of Accounting Literature,0737-4607,10174,
Journal of Accounting and Public Policy,0278-4254,07675,
Journal of Acupuncture and Meridian Studies,2005-2901,08673,
Journal of Adolescence,0140-1971,12628,
Journal of Adolescent Health,1054-139X,07678,Formerly known as Journal of Adolescent Health Care
Journal of Advanced Research,2090-1232,08708,
Journal of Aerosol Science,0021-8502,00337,
Journal of Affective Disorders,0165-0327,05051,
Journal of African Earth Sciences,1464-343X,00691,
Journal of African Trade,2214-8515,17074,
Journal of Aging Studies,0890-4065,07419,
Journal of Air Transport Management,0969-6997,03050,
Journal of Algebra,0021-8693,12051,
Journal of Allergy and Clinical Immunology,0091-6749,13302,Formerly known as Journal of Allergy
The Journal of Allergy and Clinical Immunology: In Practice,2213-2198,14131,
Journal of Alloys and Compounds,0925-8388,06012,Formerly known as Journal of the Less Common Metals
Journal of the American Academy of Child & Adolescent Psychiatry,0890-8567,13450,Formerly known as Journal of the American Academy of Child Psychiatry
Journal of the American Academy of Dermatology,0190-9622,13309,
Journal of American Association for Pediatric Ophthalmology and Strabismus,1091-8531,13083,
Journal of the American College of Cardiology,0735-1097,07681,
Journal of the American College of Clinical Wound Specialists,2213-5103,13441,Formerly known as The Journal of the American College of Certified Wound Specialists
Journal of the American College of Radiology,1546-1440,13357,
Journal of the American College of Surgeons,1072-7515,07682,
The Journal of the American Dental Association,0002-8177,18763,Formerly known as The Journal of the American Dental Association and The Dental Cosmos
Journal of the American Medical Directors Association,1525-8610,13380,
Journal of the American Pharmacists Association,1544-3191,18865,Formerly known as Journal of the American Pharmaceutical Association (1996)
Journal of the American Society of Cytopathology,2213-2945,14132,
Journal of the American Society of Echocardiography,0894-7317,13242,
Journal of the American Society of Hypertension,1933-1711,13424,
Journal of Analytical and Applied Pyrolysis,0165-2370,05157,
Journal of the Anatomical Society of India,0003-2778,08832,
Journal of Anesthesia History,2352-4529,18791,Formerly known as Bulletin of Anesthesia History
Journal of Anthropological Archaeology,0278-4165,12050,
Journal of Anxiety Disorders,0887-6185,00801,
Journal of Applied Biomedicine,1214-021X,11014,
Journal of Applied Developmental Psychology,0193-3973,07456,
Journal of Applied Geophysics,0926-9851,05341,Formerly known as Geoexploration
Journal of Applied Research on Medicinal and Aromatic Plants,2214-7861,10514,
Journal of Applied Research in Memory and Cognition,2211-3681,14077,
Journal of Approximation Theory,0021-9045,12053,
Journal of Archaeological Science,0305-4403,12643,
Journal of Archaeological Science: Reports,2352-409X,18080,
Journal of Arid Environments,0140-1963,12627,
The Journal of Arthroplasty,0883-5403,13133,
Journal of Arthroscopy and Joint Surgery,2214-9635,17046,
Journal of Asia-Pacific Biodiversity,2287-884X,17742,Formerly known as Journal of Korean Nature
Journal of Asia-Pacific Entomology,1226-8615,08647,
Journal of Asian Earth Sciences,1367-9120,00235,Formerly known as Journal of Southeast Asian Earth Sciences
Journal of Asian Economics,1049-0078,07421,
Journal of the Association of Nurses in AIDS Care,1055-3290,13379,
Journal of the Association for Vascular Access,1552-8855,07833,Formerly known as Journal Vascular Access Devices
Journal of Atmospheric and Solar-Terrestrial Physics,1364-6826,00211,Formerly known as Journal of Atmospheric and Terrestrial Physics
Journal of Autoimmunity,0896-8411,12665,
Journal of Ayurveda and Integrative Medicine,0975-9476,18352,
Journal of Banking & Finance,0378-4266,05385,
"Journal of Behavior, Health & Social Issues",2007-0780,16867,
Journal of Behavior Therapy and Experimental Psychiatry,0005-7916,00339,
Journal of Behavioral and Experimental Economics,2214-8043,07430,Formerly known as The Journal of Socio-Economics
Journal of Behavioral and Experimental Finance,2214-6350,17034,
Journal of Biomechanics,0021-9290,00321,
Journal of Biomedical Informatics,1532-0464,12017,Formerly known as Computers and Biomedical Research
Journal of Bioscience and Bioengineering,1389-1723,05113,Formerly known as Journal of Fermentation and Bioengineering
Journal of Biotechnology,0168-1656,05111,
Journal of Bodywork and Movement Therapies,1360-8592,12745,
Journal of Bone Oncology,2212-1374,10500,
Journal of Building Engineering,2352-7102,18106,
Journal of Business Research,0148-2963,07687,
Journal of Business Venturing,0883-9026,07688,
Journal of Business Venturing Insights,2352-6734,18760,
Journal of Cancer Policy,2213-5383,10156,
Journal of Cancer Research and Practice,2311-3006,18280,
Journal of Cardiac Failure,1071-9164,13271,
Journal of Cardiology,0914-5087,04119,
Journal of Cardiology Cases,1878-5409,05641,
Journal of Cardiothoracic and Vascular Anesthesia,1053-0770,13051,Formerly known as Journal of Cardiothoracic Anesthesia
Journal of Cardiovascular Computed Tomography,1934-5925,13427,
Journal of Catalysis,0021-9517,12054,
Journal of Cataract & Refractive Surgery,0886-3350,07694,Formerly known as American Intra-Ocular Implant Society Journal; incorporating European Journal of Implant and Refractive Surgery
Journal of Cellular Immunotherapy,2352-1775,17738,
Journal of Cereal Science,0733-5210,12650,
Journal of Chemical Health and Safety,1871-5532,07649,Formerly known as Chemical Health and Safety
Journal of Chemical Neuroanatomy,0891-0618,05053,
The Journal of Chemical Thermodynamics,0021-9614,12611,
Journal of the Chinese Medical Association,1726-4901,08590,
Journal of Chiropractic Humanities,1556-3499,13455,Formerly known as Philosophical Constructs for the Chiropractic Profession
Journal of Chiropractic Medicine,1556-3707,14034,
Journal de Chirurgie Viscérale,1878-786X,15560,Formerly known as Journal de Chirurgie
Journal of Choice Modelling,1755-5345,18020,
Journal of Chromatography A,0021-9673,05158,Incorporating Chromatographic Reviews
Journal of Chromatography B,1570-0232,05159,Formerly known as Journal of Chromatography B: Biomedical Sciences and Applications
Journal of Cleaner Production,0959-6526,03052,
Journal of Clinical Anesthesia,0952-8180,07690,
Journal of Clinical Densitometry,1094-6950,14031,
Journal of Clinical Epidemiology,0895-4356,07518,Formerly known as Journal of Chronic Diseases
Journal of Clinical and Experimental Hepatology,0973-6883,08758,
Journal of Clinical Lipidology,1933-2874,13425,
Journal of Clinical Neuroscience,0967-5868,12716,
Journal of Clinical Orthopaedics and Trauma,0976-5662,08738,
Journal of Clinical & Translational Endocrinology,2214-6237,13468,
Journal of Clinical and Translational Endocrinology: Case Reports,2214-6245,18744,
Journal of Clinical Tuberculosis and Other Mycobacterial Diseases,2405-5794,18180,
Journal of Clinical Virology,1386-6532,05021,Formerly known as Clinical and Diagnostic Virology
Journal of CO2 Utilization,2212-9820,12775,
Journal of Colloid and Interface Science,0021-9797,12056,Formerly known as Journal of Colloid Science
Journal of Coloproctology,2237-9363,15990,
"Journal of Combinatorial Theory, Series A",0097-3165,12060,Formerly part of Journal of Combinatorial Theory
"Journal of Combinatorial Theory, Series B",0095-8956,12061,Formerly part of Journal of Combinatorial Theory
Journal of Commodity Markets,2405-8513,18196,
Journal of Communication Disorders,0021-9924,07693,
Journal of Comparative Economics,0147-5967,12055,
Journal of Comparative Pathology,0021-9975,12612,Formerly known as Journal of Comparative Pathology and Therapeutics
Journal of Complexity,0885-064X,12057,
Journal of Computational and Applied Mathematics,0377-0427,05288,
Journal of Computational Design and Engineering,2288-4300,18134,
Journal of Computational Physics,0021-9991,12058,
Journal of Computational Science,1877-7503,08700,
Journal of Computer and System Sciences,0022-0000,12059,
Journal of Constructional Steel Research,0143-974X,02032,
Journal of Contaminant Hydrology,0169-7722,05342,
Journal of Contemporary Accounting & Economics,1815-5669,05627,
Journal of Contextual Behavioral Science,2212-1447,14113,
Journal of Controlled Release,0168-3659,05054,
Journal of Co-operative Organization and Management,2213-297X,10136,
Journal of Corporate Finance,0929-1199,05387,
Journal of Cranio-Maxillofacial Surgery,1010-5182,12735,Formerly known as Journal of Maxillofacial Surgery
Journal of Criminal Justice,0047-2352,00366,
Journal of Critical Care,0883-9441,13066,"Incorporating Seminars in Anesthesia, Perioperative Medicine and Pain"
Journal of Crystal Growth,0022-0248,05200,
Journal of Cultural Heritage,1296-2074,09069,
Journal of Current Ophthalmology,2452-2325,18218,
Journal of Cystic Fibrosis,1569-1993,05437,
Journal of Dairy Science,0022-0302,13453,
Journal of Dental Sciences,1991-7902,08674,
Journal of Dentistry,0300-5712,03053,
Journal of Dermatological Science,0923-1811,08032,
Journal of Destination Marketing & Management,2212-571X,08806,
Journal of Development Economics,0304-3878,05388,
Journal of Diabetes and its Complications,1056-8727,07697,Formerly known as Journal of Diabetic Complications
Journal of Differential Equations,0022-0396,12062,
Journal d'imagerie diagnostique et interventionnelle,2543-3431,16454,Incorporating Journal de Radiologie Diagnostique et Interventionnelle
Journal of Discrete Algorithms,1570-8667,05482,
Journal of Drug Delivery Science and Technology,1773-2247,18097,
Journal of Econometrics,0304-4076,06013,
The Journal of Economic Asymmetries,1703-4949,10157,
Journal of Economic Behavior & Organization,0167-2681,05389,
Journal of Economic Dynamics and Control,0165-1889,05390,
Journal of Economic Psychology,0167-4870,05289,
Journal of Economic Theory,0022-0531,12066,
The Journal of the Economics of Ageing,2212-828X,08816,
Journal of Economics and Business,0148-6195,07699,
Journal of the Egyptian National Cancer Institute,1110-0362,08783,
Journal of the Egyptian Society of Cardio-Thoracic Surgery,1110-578X,18332,
Journal of Electrical Systems and Information Technology,2314-7172,17048,
Journal of Electroanalytical Chemistry,1572-6657,06014,Formerly known as Journal of Electroanalytical Chemistry and Interfacial Electrochemistry
Journal of Electrocardiology,0022-0736,13270,
Journal of Electromyography and Kinesiology,1050-6411,03054,
Journal of Electron Spectroscopy and Related Phenomena,0368-2048,05161,
Journal of Electrostatics,0304-3886,05290,
The Journal of Emergency Medicine,0736-4679,07535,
Journal of Emergency Nursing,0099-1767,13165,
Journal of Empirical Finance,0927-5398,05391,
Journal of Endodontics,0099-2399,14027,
Journal of Energy Chemistry,2095-4956,06064,Formerly known as Journal of Natural Gas Chemistry
Journal of the Energy Institute,1743-9671,17053,
Journal of Energy Storage,2352-152X,18072,
Journal of Engineering and Technology Management,0923-4748,05392,Formerly known as Engineering Management International
Journal of English for Academic Purposes,1475-1585,03015,
Journal of Environmental Chemical Engineering,2213-3437,10140,
Journal of Environmental Economics and Management,0095-0696,12064,
Journal of Environmental Management,0301-4797,12642,Incorporating Advances in Environmental Research
Journal of Environmental Psychology,0272-4944,12640,
Journal of Environmental Radioactivity,0265-931X,02034,
Journal of Environmental Sciences,1001-0742,08576,
Journal of Epidemiology and Global Health,2210-6006,12942,
Journal of Equine Veterinary Science,0737-0806,13335,
Journal of Ethnic Foods,2352-6181,18093,
Journal of Ethnopharmacology,0378-8741,08033,
Journal of EuCornea,2452-4034,18874,
Journal of Eurasian Studies,1879-3665,05642,
Journal of the European Ceramic Society,0955-2219,02036,Formerly known as International Journal of High Technology Ceramics
Journal Européen des Urgences et de Réanimation,2211-4238,15567,Formerly known as Journal Européen des Urgences
Journal of Evidence Based Dental Practice,1532-3382,13023,
Journal of Exercise Science & Fitness,1728-869X,08698,
Journal of Exotic Pet Medicine,1557-5063,13003,Formerly known as Seminars in Avian and Exotic Pet Medicine
Journal of Experimental Child Psychology,0022-0965,12063,
Journal of Experimental Marine Biology and Ecology,0022-0981,05112,
Journal of Experimental Social Psychology,0022-1031,12065,
Journal of Family Business Strategy,1877-8585,05629,
The Journal of Finance and Data Science,2405-9188,18234,
Journal of Financial Economics,0304-405X,06015,
Journal of Financial Intermediation,1042-9573,12069,
Journal of Financial Markets,1386-4181,05456,
Journal of Financial Stability,1572-3089,05540,
Journal of Fluency Disorders,0094-730X,07705,
Journal of Fluids and Structures,0889-9746,12662,
Journal of Fluorine Chemistry,0022-1139,06016,
Journal of Food Composition and Analysis,0889-1575,12068,
Journal of Food and Drug Analysis,1021-9498,17025,
Journal of Food Engineering,0260-8774,02035,
The Journal of Foot and Ankle Surgery,1067-2516,13341,
Journal of Forensic and Legal Medicine,1752-928X,12734,Formerly known as Journal of Clinical Forensic Medicine
Journal of Forensic Radiology and Imaging,2212-4780,12774,
Journal of Forest Economics,1104-6899,10008,
Journal of the Formosan Medical Association,0929-6646,08591,
Journal Français d'Ophtalmologie,0181-5512,15370,
Journal of the Franklin Institute,0016-0032,00334,
Journal of Fuel Chemistry and Technology,1872-5813,03088,
Journal of Functional Analysis,0022-1236,12067,
Journal of Functional Foods,1756-4646,05619,
Journal of Genetic Engineering and Biotechnology,1687-157X,08718,
Journal of Genetics and Genomics,1673-8527,05600,Formerly known as Acta Genetica Sinica
Journal of Geochemical Exploration,0375-6742,05343,
Journal of Geodynamics,0264-3707,00874,
Journal of Geometry and Physics,0393-0440,05201,
Journal of Geriatric Oncology,1879-4068,12772,
Journal of Ginseng Research,1226-8453,17060,
Journal of Global Antimicrobial Resistance,2213-7165,10167,
Journal of Great Lakes Research,0380-1330,08665,
Journal of Gynecology Obstetrics and Human Reproduction,2468-7847,15562,Formerly known as Journal de Gynécologie Obstétrique et Biologie de la Reproduction
The Journal of Hand Surgery,0363-5023,13136,Incorporating Journal of the American Society for Surgery of the Hand
Journal of Hand Therapy,0894-1130,14016,
Journal of Hazardous Materials,0304-3894,05162,
Journal of Health Economics,0167-6296,05393,
The Journal of Heart and Lung Transplantation,1053-2498,07583,
Journal of Hepatology,0168-8278,08145,
Journal of Herbal Medicine,2210-8033,10072,
Journal of High Energy Astrophysics,2214-4048,18042,
The Journal of High Technology Management Research,1047-8310,07423,
Journal of Historical Geography,0305-7488,12647,
Journal of Hospital Infection,0195-6701,12637,
"Journal of Hospitality, Leisure, Sport & Tourism Education",1473-8376,12989,
Journal of Hospitality and Tourism Management,1447-6770,17004,
Journal of Housing Economics,1051-1377,12070,
Journal of Human Evolution,0047-2484,12624,
Journal of Hydro-environment Research,1570-6443,06069,
Journal of Hydrology,0022-1694,05344,
Journal of Hydrology: Regional Studies,2214-5818,08834,
Journal of Immunological Methods,0022-1759,05055,Incorporating Immunotechnology
Journal of Indian College of Cardiology,1561-8811,08823,
Journal of Industrial and Engineering Chemistry,1226-086X,08620,
Journal of Industrial Information Integration,2452-414X,18297,
Journal of Infection,0163-4453,12631,
Journal of Infection and Chemotherapy,1341-321X,18048,
Journal of Infection and Public Health,1876-0341,05613,
Journal of Information Security and Applications,2214-2126,02199,Formerly known as Information Security Technical Report
Journal of Informetrics,1751-1577,04091,
Journal of Innovation & Knowledge,2444-569X,16414,
Journal of Inorganic Biochemistry,0162-0134,07711,Formerly known as Bioinorganic Chemistry
Journal of Insect Physiology,0022-1910,00231,
Journal of Integrative Agriculture,2095-3119,08568,Formerly known as Agricultural Sciences in China
Journal of Integrative Medicine,2095-4964,17068,
Journal of Interactive Marketing,1094-9968,07816,Formerly known as Journal of Direct Marketing
"Journal of International Accounting, Auditing and Taxation",1061-9518,07424,
Journal of International Economics,0022-1996,05395,
"Journal of International Financial Markets, Institutions and Money",1042-4431,05442,
Journal of International Management,1075-4253,07684,
Journal of International Money and Finance,0261-5606,03055,
Journal of Interprofessional Education & Practice,2405-4526,18798,
Journal of Invertebrate Pathology,0022-2011,12071,
Journal of Investigative Dermatology,0022-202X,07715,
Journal of Investigative Dermatology Symposium Proceedings,1087-0024,18853,
Journal of the Japanese and International Economies,0889-1583,12072,
Journal of King Saud University - Computer and Information Sciences,1319-1578,08746,
Journal of King Saud University - Engineering Sciences,1018-3639,08752,
Journal of King Saud University - Science,1018-3647,08679,
Journal of the Korean Statistical Society,1226-3192,08629,
Journal of Logical and Algebraic Methods in Programming,2352-2208,07717,Formerly known as The Journal of Logic and Algebraic Programming
Journal of Loss Prevention in the Process Industries,0950-4230,03056,
Journal of Luminescence,0022-2313,05202,
Journal of Macroeconomics,0164-0704,05470,
Journal of Magnesium and Alloys,2213-9567,17010,
Journal of Magnetic Resonance,1090-7807,12076,"Incorporating Journal of Magnetic Resonance, Series A and Journal of Magnetic Resonance, Series B"
Journal of Magnetism and Magnetic Materials,0304-8853,05203,
Journal of Manipulative and Physiological Therapeutics,0161-4754,13026,
Journal of Manufacturing Processes,1526-6125,01056,
Journal of Manufacturing Systems,0278-6125,02092,
Journal of Marine Systems,0924-7963,05345,
Journal of Materials Processing Technology,0924-0136,06017,Formerly known as Journal of Mechanical Working Technology
Journal of Materials Research and Technology,2238-7854,15985,
Journal of Materials Science & Technology,1005-0302,12886,
Journal of Materiomics,2352-8478,18181,
Journal of Mathematical Analysis and Applications,0022-247X,12073,
The Journal of Mathematical Behavior,0732-3123,07457,
Journal of Mathematical Economics,0304-4068,06018,
Journal of Mathematical Psychology,0022-2496,12075,
Journal de Mathématiques Pures et Appliquées,0021-7824,09041,
Journal of the Mechanical Behavior of Biomedical Materials,1751-6161,03080,
Journal of the Mechanics and Physics of Solids,0022-5096,00220,
Journal of Medical Imaging and Radiation Sciences,1939-8654,13431,Formerly known as Canadian Journal of Medical Radiation Technology
Journal of Membrane Science,0376-7388,05163,
Journal of Memory and Language,0749-596X,12074,Formerly known as Journal of Verbal Learning and Verbal Behavior
Journal of Microbiological Methods,0167-7012,05058,
"Journal of Microbiology, Immunology and Infection",1684-1182,08709,
Journal of Minimally Invasive Gynecology,1553-4650,13372,Formerly known as The Journal of the American Association of Gynecologic Laparoscopists
Journal of Molecular Biology,0022-2836,12615,
Journal of Molecular and Cellular Cardiology,0022-2828,12614,
The Journal of Molecular Diagnostics,1525-1578,14040,
Journal of Molecular Graphics and Modelling,1093-3263,07721,Formerly known as Journal of Molecular Graphics
Journal of Molecular Liquids,0167-7322,05169,Formerly known as Advances in Molecular Relaxation and Interaction Processes
Journal of Molecular Spectroscopy,0022-2852,12077,
Journal of Molecular Structure,0022-2860,05170,
Journal of Monetary Economics,0304-3932,05398,Incorporating Carnegie-Rochester Conference Series on Public Policy
Journal of Multinational Financial Management,1042-444X,05443,
Journal of Multivariate Analysis,0047-259X,12078,
Journal de Mycologie Médicale,1156-5233,09351,
Journal of the National Medical Association,0027-9684,18876,
Journal of Natural Gas Geoscience,2468-256X,18351,
Journal of Natural Gas Science and Engineering,1875-5100,08655,
Journal for Nature Conservation,1617-1381,10009,
Journal of Neonatal Nursing,1355-1841,12606,
Journal of Network and Computer Applications,1084-8045,12653,Formerly known as Journal of Microcomputer Applications
Journal of Neuroimmunology,0165-5728,05060,Incorporating Advances in Neuroimmunology
Journal of Neurolinguistics,0911-6044,00866,
Journal of the Neurological Sciences,0022-510X,05063,
Journal of Neuroradiology,0150-9861,15564,
Journal of Neuroscience Methods,0165-0270,05061,
Journal of Non-Crystalline Solids,0022-3093,05204,
Journal of Non-Newtonian Fluid Mechanics,0377-0257,05172,
Journal of Nuclear Materials,0022-3115,05205,
Journal of Number Theory,0022-314X,12079,
The Journal for Nurse Practitioners,1555-4155,14023,
Journal of Nursing Regulation,2155-8256,18841,
Journal of Nutrition Education and Behavior,1499-4046,13410,Formerly known as Journal of Nutrition Behavior
Journal of Nutrition & Intermediary Metabolism,2352-3859,14201,
The Journal of Nutritional Biochemistry,0955-2863,07714,
Journal of Obsessive-Compulsive and Related Disorders,2211-3649,14065,
"Journal of Obstetric, Gynecologic & Neonatal Nursing",0884-2175,18868,Formerly known as JOGN Nursing
Journal of Obstetrics and Gynaecology Canada,1701-2163,18862,Formerly Known as Journal SOGC
Journal of Ocean Engineering and Science,2468-0133,18270,
Journal of Oncological Sciences,2452-3364,18220,
Journal of Operations Management,0272-6963,05400,
Journal of Optometry,1888-4296,15780,
