pmid,issn,name,year,doi,pmcid,title
23700971,1365-3040,Plant Cell Environ.,2014,10.1111/pce.12138,,"Expression in Arabidopsis and cellular localization reveal involvement of rice NRAMP, OsNRAMP1, in arsenic transport and tolerance."
23741473,1932-6203,PLoS ONE,2013,10.1371/journal.pone.0065139,PMC3669293,Rice OsGL1-6 is involved in leaf cuticular wax accumulation and drought resistance.
23783412,1573-5028,Plant Mol. Biol.,2013,10.1007/s11103-013-0095-3,,Identification and characterization of a novel chloroplast/mitochondria co-localized glutathione reductase 3 involved in salt stress response in rice.
23849113,1873-2259,Plant Sci.,2013,10.1016/j.plantsci.2013.05.003,,The endoplasmic reticulum-quality control component SDF2 is essential for XA21-mediated immunity in rice.
23849131,1873-2259,Plant Sci.,2013,10.1016/j.plantsci.2013.06.003,,Mutation of OsDET1 increases chlorophyll content in rice.
23886623,1532-2548,Plant Physiol.,2013,10.1104/pp.113.217547,PMC3762635,Abscisic acid- and stress-induced highly proline-rich glycoproteins regulate root growth in rice.
23888867,1365-313X,Plant J.,2013,10.1111/tpj.12296,,A plasma membrane-localized small peptide is involved in rice aluminum tolerance.
23894405,1932-6203,PLoS ONE,2013,10.1371/journal.pone.0069046,PMC3718813,RNAi-directed downregulation of vacuolar H(+) -ATPase subunit a results in enhanced stomatal aperture and density in rice.
23926064,1471-9053,Plant Cell Physiol.,2013,10.1093/pcp/pct112,,Expression and functional analysis of the CorA-MRS2-ALR-type magnesium transporter family in rice.
23963678,1460-2431,J. Exp. Bot.,2013,10.1093/jxb/ert243,PMC3808320,"Mn tolerance in rice is mediated by MTP8.1, a member of the cation diffusion facilitator family."
24043853,1460-2431,J. Exp. Bot.,2013,10.1093/jxb/ert298,PMC3830488,WRKY76 is a rice transcriptional repressor playing opposite roles in blast disease resistance and cold stress tolerance.
24064929,1532-2548,Plant Physiol.,2013,10.1104/pp.113.226225,PMC3813655,A member of the heavy metal P-type ATPase OsHMA5 is involved in xylem loading of copper in rice.
24089432,1471-9053,Plant Cell Physiol.,2013,10.1093/pcp/pct122,,Identification of transcription factors involved in rice secondary cell wall formation.
24128296,1365-313X,Plant J.,2013,10.1111/tpj.12352,,"OsACA6, a P-type IIB Ca²⁺ ATPase promotes salinity and drought stress tolerance in tobacco by ROS scavenging and enhancing the expression of stress-responsive genes."
24151203,1471-9053,Plant Cell Physiol.,2014,10.1093/pcp/pct149,,A mutable albino allele in rice reveals that formation of thylakoid membranes requires the SNOW-WHITE LEAF1 gene.
24153418,1460-2431,J. Exp. Bot.,2013,10.1093/jxb/ert312,PMC3871807,Analysis of rice ER-resident J-proteins reveals diversity and functional differentiation of the ER-resident Hsp70 system in plants.
24251791,1365-313X,Plant J.,2014,10.1111/tpj.12383,,"Nicotianamine synthase 2 localizes to the vesicles of iron-deficient rice roots, and its mutation in the YXXφ or LL motif causes the disruption of vesicle formation or movement in rice."
24280027,1939-8425,Rice (N Y),2013,10.1186/1939-8433-6-24,PMC4883695,A point mutation in the zinc finger motif of RID1/EHD2/OsID1 protein leads to outstanding yield-related traits in japonica rice variety Wuyunjing 7.
24286292,1742-4658,FEBS J.,2014,10.1111/febs.12656,,Genome-wide expressional and functional analysis of calcium transport elements during abiotic stress and development in rice.
24320692,1365-313X,Plant J.,2014,10.1111/tpj.12405,,"SMALL GRAIN 1, which encodes a mitogen-activated protein kinase kinase 4, influences grain size in rice."
24335509,1532-2548,Plant Physiol.,2014,10.1104/pp.113.229591,PMC3912094,Amyloplast-localized SUBSTANDARD STARCH GRAIN4 protein influences the size of starch grains in rice endosperm.
24401104,1744-7909,J Integr Plant Biol,2014,10.1111/jipb.12125,,Two hydroxypyruvate reductases encoded by OsHPR1 and OsHPR2 are involved in photorespiratory metabolism in rice.
24475234,1932-6203,PLoS ONE,2014,10.1371/journal.pone.0087110,PMC3903634,"OsGA2ox5, a gibberellin metabolism enzyme, is involved in plant growth, the root gravity response and salt stress."
24738983,1469-8137,New Phytol.,2014,10.1111/nph.12809,,Subcellular localization of rice acyl-CoA-binding proteins (ACBPs) indicates that OsACBP6::GFP is targeted to the peroxisomes.
24784760,1532-2548,Plant Physiol.,2014,10.1104/pp.113.230268,PMC4044838,Overexpression of a Calcium-Dependent Protein Kinase Confers Salt and Drought Tolerance in Rice by Preventing Membrane Lipid Peroxidation.
24802508,1932-6203,PLoS ONE,2014,10.1371/journal.pone.0096712,PMC4011751,Recombinant expression and characterization of the cytoplasmic rice β-glucosidase Os1BGlu4.
24964058,0894-0282,Mol. Plant Microbe Interact.,2014,10.1094/MPMI-03-14-0068-R,,Targeted gene disruption of OsCERK1 reveals its indispensable role in chitin perception and involvement in the peptidoglycan response and immunity in rice.
24977183,1537-744X,ScientificWorldJournal,2014,10.1155/2014/178038,PMC3995101,CMYB1 encoding a MYB transcriptional activator is involved in abiotic stress and circadian rhythm in rice.
25041515,1365-313X,Plant J.,2014,10.1111/tpj.12614,,"RCN1/OsABCG5, an ATP-binding cassette (ABC) transporter, is required for hypodermal suberization of roots in rice (Oryza sativa)."
25081037,0219-1032,Mol. Cells,2014,10.14348/molcells.2014.0128,PMC4132305,OsWRKY42 represses OsMT1d and induces reactive oxygen species and leaf senescence in rice.
25089296,1537-744X,ScientificWorldJournal,2014,10.1155/2014/809353,PMC4095735,"OsSLI1, a homeodomain containing transcription activator, involves abscisic acid related stress response in rice (Oryza sativa L.)."
25103875,1469-8137,New Phytol.,2014,10.1111/nph.12986,PMC4232926,Identification and functional assay of the interaction motifs in the partner protein OsNAR2.1 of the two-component system for high-affinity nitrate transport.
25138437,1432-203X,Plant Cell Rep.,2014,10.1007/s00299-014-1666-8,PMC4197380,OsABCG15 encodes a membrane protein that plays an important role in anther cuticle and pollen exine formation in rice.
25316064,1460-2431,J. Exp. Bot.,2015,10.1093/jxb/eru405,,Identification and characterization of chloroplast casein kinase II from Oryza sativa (rice).
25327517,1365-313X,Plant J.,2015,10.1111/tpj.12705,,Rice SNF2 family helicase ENL1 is essential for syncytial endosperm development.
9193078,0960-7412,Plant J.,1997,,,"Expression of a betaine aldehyde dehydrogenase gene in rice, a glycinebetaine nonaccumulator, and possible localization of its protein in peroxisomes."
12746528,0032-0889,Plant Physiol.,2003,10.1104/pp.102.018986,PMC166968,Towards an analysis of the rice mitochondrial proteome.
15069638,1617-4615,Mol. Genet. Genomics,2004,10.1007/s00438-004-1002-z,,Proteomics of the rice cell: systematic identification of the protein populations in subcellular compartments.
15258153,0021-9258,J. Biol. Chem.,2004,10.1074/jbc.M406015200,,Changes in the mitochondrial proteome during the anoxia to air transition in rice focus around cytochrome-containing respiratory complexes.
15276429,0031-9422,Phytochemistry,2004,10.1016/j.phytochem.2004.04.012,,Rice proteomics: recent developments and analysis of nuclear proteins.
15276442,0031-9422,Phytochemistry,2004,10.1016/j.phytochem.2004.04.007,,Identification of oxidised proteins in the matrix of rice leaf mitochondria by immunoprecipitation and two-dimensional liquid chromatography-tandem mass spectrometry.
16429260,0167-4412,Plant Mol. Biol.,2006,10.1007/s11103-005-3688-7,,Ordered assembly of mitochondria during rice germination begins with pro-mitochondrial structures rich in components of the protein import apparatus.
16443157,0891-5849,Free Radic. Biol. Med.,2006,10.1016/j.freeradbiomed.2005.08.036,,Protein oxidation in plant mitochondria detected as oxidized tryptophan.
17189339,0032-0889,Plant Physiol.,2007,10.1104/pp.106.090738,PMC1803725,Proteome dynamics during plastid differentiation in rice.
18372294,1471-9053,Plant Cell Physiol.,2008,10.1093/pcp/pcn049,,Nano scale proteomics revealed the presence of regulatory proteins including three FT-Like proteins in phloem and xylem saps from rice.
18557835,1365-313X,Plant J.,2008,10.1111/j.1365-313X.2008.03578.x,,A proteomic and phosphoproteomic analysis of Oryza sativa plasma membrane and vacuolar membrane.
19010998,0032-0889,Plant Physiol.,2009,10.1104/pp.108.131300,PMC2633852,"Experimental analysis of the rice mitochondrial proteome, its biogenesis, and heterogeneity."
19038476,1618-1328,J. Plant Physiol.,2009,10.1016/j.jplph.2008.09.010,,Proteomics of weakly bound cell wall proteins in rice calli.
19217306,1873-2690,Plant Physiol. Biochem.,2009,10.1016/j.plaphy.2008.12.021,,Mitochondrial proteome during salt stress-induced programmed cell death in rice.
19226311,1399-3054,Physiol Plant,2009,10.1111/j.1399-3054.2008.01198.x,,Proteomic analysis of the secretome of rice calli.
19621931,1535-3893,J. Proteome Res.,2009,10.1021/pr900187e,,Application of rice nuclear proteome analysis to the identification of evolutionarily conserved and glucose-responsive nuclear proteins.
19685898,1535-3907,J. Proteome Res.,2009,10.1021/pr900537p,,Proteomic analysis of cytoskeleton-associated RNA binding proteins in developing rice seed.
19924544,1573-5028,Plant Mol. Biol.,2010,10.1007/s11103-009-9573-z,,Functional and composition differences between mitochondrial complex II in Arabidopsis and rice are correlated with the complex genetic history of the enzyme.
20720170,1532-2548,Plant Physiol.,2010,10.1104/pp.110.162214,PMC2948988,Analysis of the rice mitochondrial carrier family reveals anaerobic accumulation of a basic amino acid carrier involved in arginine metabolism during seed germination.
21347307,1932-6203,PLoS ONE,2011,10.1371/journal.pone.0016723,PMC3037377,Comparative proteomics analysis of the root apoplasts of rice seedlings in response to hydrogen peroxide.
21433289,1615-9861,Proteomics,2011,10.1002/pmic.201000703,,Integrated proteome and metabolite analysis of the de-etiolation process in plastids from rice (Oryza sativa L.).
23027867,1083-351X,J. Biol. Chem.,2012,10.1074/jbc.M112.382549,PMC3501019,Alterations of mitochondrial protein assembly and jasmonic acid biosynthesis pathway in Honglian (HL)-type cytoplasmic male sterility rice.
23159799,1876-7737,J Proteomics,2013,10.1016/j.jprot.2012.10.029,,In-depth insight into in vivo apoplastic secretome of rice-Magnaporthe oryzae interaction.
23303719,1615-9861,Proteomics,2013,10.1002/pmic.201100416,,Identification of centromeric and telomeric DNA-binding proteins in rice.
23356873,1469-8137,New Phytol.,2013,10.1111/nph.12123,,Differential induction of mitochondrial machinery by light intensity correlates with changes in respiratory metabolism and photorespiration in rice leaves.
23777608,1477-5956,Proteome Sci,2013,10.1186/1477-5956-11-26,PMC3695858,Nuclear proteome response to cell wall removal in rice (Oryza sativa).
24083427,1535-3907,J. Proteome Res.,2013,10.1021/pr400614n,,Effect of phosphorus levels on the protein profiles of secreted protein and root surface protein of rice.
18022940,1615-9853,Proteomics,2007,10.1002/pmic.200700580,,Proteome and phosphoproteome analysis of chromatin associated proteins in rice (Oryza sativa).
18203134,0173-0835,Electrophoresis,2008,10.1002/elps.200700412,,Removal of high-abundance proteins for nuclear subproteome studies in rice (Oryza sativa) endosperm.
19253284,1615-9861,Proteomics,2009,10.1002/pmic.200800589,,Secretome analysis of differentially induced proteins in rice suspension-cultured cells triggered by rice blast fungus and elicitor.
23128297,1876-7737,J Proteomics,2013,10.1016/j.jprot.2012.10.021,,Identification of glycosyltransferases involved in cell wall synthesis of wheat endosperm.
24136528,1940-6029,Methods Mol. Biol.,2014,10.1007/978-1-62703-631-3_19,,Modifications of wheat germ cell-free system for functional proteomics of plant membrane proteins.
23683508,1618-1328,J. Plant Physiol.,2013,10.1016/j.jplph.2013.03.016,,Comparative analysis of the chloroplast proteomes of a wheat (Triticum aestivum L.) single seed descent line and its parents.
23895732,1535-3907,J. Proteome Res.,2013,10.1021/pr400504a,,Investigating the role of respiration in plant salinity tolerance by analyzing mitochondrial proteomes from wheat and a salinity-tolerant Amphiploid (wheat × Lophopyrum elongatum).
22160430,1573-4978,Mol. Biol. Rep.,2012,10.1007/s11033-011-1302-4,,Towards an understanding of wheat chloroplasts: a methodical investigation of thylakoid proteome.
22736107,1573-4978,Mol. Biol. Rep.,2012,10.1007/s11033-012-1777-7,,Changes in physiology and protein abundance in salt-stressed wheat chloroplasts.
22056444,1347-6947,Biosci. Biotechnol. Biochem.,2011,10.1271/bbb.110479,,A systematic strategy for proteomic analysis of chloroplast protein complexes in wheat.
19786127,0006-3002,Biochim. Biophys. Acta,2010,10.1016/j.bbapap.2009.09.023,,Cell wall proteome of wheat roots under flooding stress using gel-based and LC MS/MS-based proteomics approaches.
20410318,1460-2431,J. Exp. Bot.,2010,10.1093/jxb/erq101,PMC2882262,The physiological importance of photosynthetic ferredoxin NADP+ oxidoreductase (FNR) isoforms in wheat.
21043471,1535-3907,J. Proteome Res.,2010,10.1021/pr1007834,,Wheat mitochondrial proteomes provide new links between antioxidant defense and plant salinity tolerance.
19643044,1976-6696,BMB Rep,2009,,,Proteome analysis of chloroplast proteins in stage albinism line of winter wheat (triticum aestivum) FA85.
18071923,0166-8595,Photosyn. Res.,2008,10.1007/s11120-007-9281-y,,Proteomic analysis of highly purified prolamellar bodies reveals their significance in chloroplast development.
18419817,1471-2229,BMC Plant Biol.,2008,10.1186/1471-2229-8-39,PMC2383896,Metabolic pathways of the wheat (Triticum aestivum) endosperm amyloplast revealed by proteomics.
16595579,0022-0957,J. Exp. Bot.,2006,10.1093/jxb/erj156,,Proteome of amyloplasts isolated from developing wheat endosperm presents evidence of broad metabolic capability.
16481623,0027-8424,Proc. Natl. Acad. Sci. U.S.A.,2006,10.1073/pnas.0511040103,PMC1413819,A complete ferredoxin/thioredoxin system regulates fundamental processes in amyloplasts.
22527397,1471-2970,"Philos. Trans. R. Soc. Lond., B, Biol. Sci.",2012,10.1098/rstb.2011.0238,PMC3321688,"Molecular interactions of ROOTLESS CONCERNING CROWN AND SEMINAL ROOTS, a LOB domain protein regulating shoot-borne root initiation in maize (Zea mays L.)."
18622732,0167-4412,Plant Mol. Biol.,2008,10.1007/s11103-008-9373-x,,The expression pattern of plasma membrane aquaporins in maize leaf highlights their role in hydraulic regulation.
14671024,1040-4651,Plant Cell,2004,10.1105/tpc.017194,PMC301406,Interactions between plasma membrane aquaporins modulate their water channel activity.
11029706,0960-7412,Plant J.,2000,,,"Maize ROP7 GTPase contains a unique, CaaX box-independent plasma membrane targeting signal."
19201915,0032-0889,Plant Physiol.,2009,10.1104/pp.108.130146,PMC2633859,Advancing cell biology and functional genomics in maize using fluorescent protein-tagged lines.
17105995,1355-8382,RNA,2007,10.1261/rna.139607,PMC1705760,The CRM domain: an RNA binding module derived from an ancient ribosome-associated protein.
22199372,1471-9053,Plant Cell Physiol.,2012,10.1093/pcp/pcr183,,Insights into Maize LEA proteins: from proteomics to functional approaches.
12121449,0960-7412,Plant J.,2002,,,A nucleus-encoded maize protein with sigma factor activity accumulates in mitochondria and chloroplasts.
20040499,1477-9129,Development,2010,10.1242/dev.035964,,"DiSUMO-like DSUL is required for nuclei positioning, cell specification and viability during female gametophyte maturation in maize."
16709191,0960-7412,Plant J.,2006,10.1111/j.1365-313X.2006.02742.x,,Maize DBF1-interactor protein 1 containing an R3H domain is a potential regulator of DBF1 activity in stress responses.
12856940,0167-4412,Plant Mol. Biol.,2003,,,Molecular characterization of His-Asp phosphorelay signaling factors in maize leaves: implications of the signal divergence by cytokinin-inducible response regulators in the cytosol and the nuclei.
18682426,1471-9053,Plant Cell Physiol.,2008,10.1093/pcp/pcn112,,Maize plasma membrane aquaporins belonging to the PIP1 and PIP2 subgroups are in vivo phosphorylated.
18430213,1471-2229,BMC Plant Biol.,2008,10.1186/1471-2229-8-44,PMC2395261,Characterisation of the tryptophan synthase alpha subunit in maize.
15604678,0167-4412,Plant Mol. Biol.,2004,10.1007/s11103-004-0553-z,,"Interaction of maize Opaque-2 and the transcriptional co-activators GCN5 and ADA2, in the modulation of transcriptional activity."
22307781,1573-4978,Mol. Biol. Rep.,2012,10.1007/s11033-012-1453-y,,Cloning and characterization of the stress-induced bZIP gene ZmbZIP60 from maize.
12913155,0032-0889,Plant Physiol.,2003,,PMC181284,Three nicotianamine synthase genes isolated from maize are differentially regulated by iron nutritional status.
18218975,0032-0889,Plant Physiol.,2008,10.1104/pp.107.109553,PMC2259071,"Characterization of the monoterpene synthase gene tps26, the ortholog of a gene induced by insect herbivory in maize."
10929132,0960-7412,Plant J.,2000,,,DNA-interactions and nuclear localisation of the chromosomal HMG domain protein SSRP1 from maize.
23175742,1532-298X,Plant Cell,2012,10.1105/tpc.112.104125,PMC3531853,Identification of PAN2 by quantitative proteomics as a leucine-rich repeat-receptor-like kinase acting upstream of PAN1 to polarize cell division in maize.
25341533,1532-2548,Plant Physiol.,2014,10.1104/pp.114.247486,PMC4256885,The maize DWARF1 encodes a gibberellin 3-oxidase and is dual localized to the nucleus and cytosol.
24817160,1471-9053,Plant Cell Physiol.,2014,10.1093/pcp/pcu054,,"A novel maize homeodomain-leucine zipper (HD-Zip) I gene, Zmhdz10, positively regulates drought and salt tolerance in both rice and Arabidopsis."
24985738,1744-7909,J Integr Plant Biol,2015,10.1111/jipb.12234,,A putative plant organelle RNA recognition protein gene is essential for maize kernel development.
17933905,1040-4651,Plant Cell,2007,10.1105/tpc.106.048868,PMC2174714,Subcellular localization and functional domain studies of DEFECTIVE KERNEL1 in maize and Arabidopsis suggest a model for aleurone cell fate specification involving CRINKLY4 and SUPERNUMERARY ALEURONE LAYER1.
15840644,0032-0781,Plant Cell Physiol.,2005,10.1093/pcp/pci108,,NADP-malic enzyme and Hsp70: co-purification of both proteins and modification of NADP-malic enzyme properties by association with Hsp70.
25203637,1932-6203,PLoS ONE,2014,10.1371/journal.pone.0107346,PMC4159291,"Diversity of stability, localization, interaction and control of downstream gene activity in the Maize Aux/IAA protein family."
24092882,1471-9053,Plant Cell Physiol.,2013,10.1093/pcp/pct142,,Maize membrane-bound transcription factor Zmbzip17 is a key regulator in the cross-talk of ER quality control and ABA signaling.
24025774,1476-4687,Nature,2013,10.1038/nature12583,,The maize Gα gene COMPACT PLANT2 functions in CLAVATA signalling to control shoot meristem size.
11230568,0032-0781,Plant Cell Physiol.,2001,,,Transcriptional expression characteristics and subcellular localization of ADP-glucose pyrophosphorylase in the oil plant Perilla frutescens.
22291199,1532-2548,Plant Physiol.,2012,10.1104/pp.111.189241,PMC3320169,The maize tapetum employs diverse mechanisms to synthesize and store proteins and flavonoids and transfer them to the pollen surface.
17259266,1040-4651,Plant Cell,2007,10.1105/tpc.105.039594,PMC1820960,empty pericarp4 encodes a mitochondrion-targeted pentatricopeptide repeat protein necessary for seed development and plant growth in maize.
23543751,1471-9053,Plant Cell Physiol.,2013,10.1093/pcp/pct047,,"ZmLEA3, a multifunctional group 3 LEA protein from maize (Zea mays L.), is involved in biotic and abiotic stresses."
22440334,1618-1328,J. Plant Physiol.,2012,10.1016/j.jplph.2011.12.020,,Characterization and expression analysis of six MADS-box genes in maize (Zea mays L.).
18550681,0032-0889,Plant Physiol.,2008,10.1104/pp.108.121541,PMC2492655,The Relationship between auxin transport and maize branching.
11641280,0890-9369,Genes Dev.,2001,10.1101/gad.208501,PMC312812,The fasciated ear2 gene encodes a leucine-rich repeat receptor-like protein that regulates shoot meristem proliferation in maize.
19450586,1873-3468,FEBS Lett.,2009,10.1016/j.febslet.2009.05.022,,Maize AKINbetagamma dimerizes through the KIS/CBM domain and assembles into SnRK1 complexes.
16362327,0032-0935,Planta,2006,10.1007/s00425-005-0179-7,,"ZmLrk-1, a receptor-like kinase induced by fungal infection in germinating seeds."
10330475,1040-4651,Plant Cell,1999,,PMC144232,Functional analysis of two maize cDNAs encoding T7-like RNA polymerases.
10330467,1040-4651,Plant Cell,1999,,PMC144225,Three-dimensional microscopy of the Rad51 recombination protein during meiotic prophase.
20532241,1545-7885,PLoS Biol.,2010,10.1371/journal.pbio.1000388,PMC2879413,Defensin-like ZmES4 mediates pollen tube burst in maize via opening of the potassium channel KZM1.
24089437,1532-2548,Plant Physiol.,2013,10.1104/pp.113.227314,PMC3813652,"Maize LAZY1 mediates shoot gravitropism and inflorescence development through regulating auxin transport, auxin signaling, and light response."
18688729,0167-4412,Plant Mol. Biol.,2008,10.1007/s11103-008-9382-9,,Significant improvement of stress tolerance in tobacco plants by overexpressing a stress-responsive aldehyde dehydrogenase gene from maize (Zea mays).
20829359,1083-351X,J. Biol. Chem.,2010,10.1074/jbc.M110.116285,PMC2975188,Relevant elements of a maize gamma-zein domain involved in protein body biogenesis.
21638061,1432-203X,Plant Cell Rep.,2011,10.1007/s00299-011-1077-z,,Cloning and characterization of a maize SnRK2 protein kinase gene confers enhanced salt tolerance in transgenic Arabidopsis.
10889237,0032-0889,Plant Physiol.,2000,,PMC59051,Complementary expression of two plastid-localized sigma-like factors in maize.
21789193,1932-6203,PLoS ONE,2011,10.1371/journal.pone.0021909,PMC3137599,Role of plant-specific N-terminal domain of maize CK2β1 subunit in CK2β functions and holoenzyme regulation.
22654889,1664-462X,Front Plant Sci,2012,10.3389/fpls.2012.00101,PMC3360202,Evolution and expression of tandem duplicated maize flavonol synthase genes.
21190064,1573-5028,Plant Mol. Biol.,2011,10.1007/s11103-010-9723-3,,Recognition of A. thaliana centromeres by heterologous CENH3 requires high similarity to the endogenous protein.
18392626,0721-7714,Plant Cell Rep.,2008,10.1007/s00299-008-0542-9,,Dual targeting of organellar seryl-tRNA synthetase to maize mitochondria and chloroplasts.
22915319,1573-5028,Plant Mol. Biol.,2012,10.1007/s11103-012-9951-9,,"Cellular localization of the embryo-specific hybrid PRP from Zea mays, and characterization of promoter regulatory elements of its gene."
12096094,0022-0957,J. Exp. Bot.,2002,,,Esr proteins are secreted by the cells of the embryo surrounding region.
23911729,1873-2690,Plant Physiol. Biochem.,2013,10.1016/j.plaphy.2013.07.004,,"A maize calcium-dependent protein kinase gene, ZmCPK4, positively regulated abscisic acid signaling and enhanced drought stress tolerance in transgenic Arabidopsis."
18923021,0032-0889,Plant Physiol.,2009,10.1104/pp.108.130971,PMC2613742,"Tie-dyed1 encodes a novel, phloem-expressed transmembrane protein that functions in carbohydrate partitioning."
17882422,0721-7714,Plant Cell Rep.,2008,10.1007/s00299-007-0447-z,,Calreticulin mRNA and protein are localized to protein bodies in storage maize callus cells.
10504570,0960-7412,Plant J.,1999,,,Maize calreticulin localizes preferentially to plasmodesmata in root apex.
11874098,0962-8819,Transgenic Res.,2002,,,Expression of the high capacity calcium-binding domain of calreticulin increases bioavailable calcium stores in plants.
17022830,1471-2229,BMC Plant Biol.,2006,10.1186/1471-2229-6-22,PMC1609167,The PTI1-like kinase ZmPti1a from maize (Zea mays L.) co-localizes with callose at the plasma membrane of pollen and facilitates a competitive advantage to the male gametophyte.
24268164,1873-2259,Plant Sci.,2014,10.1016/j.plantsci.2013.09.014,,"ZmMKK1, a novel group A mitogen-activated protein kinase kinase gene in maize, conferred chilling stress tolerance and was involved in pathogen defense in transgenic tobacco."
12750468,0027-8424,Proc. Natl. Acad. Sci. U.S.A.,2003,10.1073/pnas.1132113100,PMC164533,Conservation and molecular dissection of ROUGH SHEATH2 and ASYMMETRIC LEAVES1 function in leaf development.
22662764,1557-7430,DNA Cell Biol.,2012,10.1089/dna.2011.1514,PMC3378959,Maize histone H2B-mCherry: a new fluorescent chromatin marker for somatic and meiotic chromosome research.
23455933,1438-7948,Funct. Integr. Genomics,2013,10.1007/s10142-013-0315-6,,Nicotianamine synthase gene family as central components in heavy metal and phytohormone response in maize.
16243905,1040-4651,Plant Cell,2005,10.1105/tpc.105.035519,PMC1276033,Functional differentiation of bundle sheath and mesophyll maize chloroplasts determined by comparative proteomics.
16281185,1615-9853,Proteomics,2005,10.1002/pmic.200500047,,Pathogen elicitor-induced changes in the maize extracellular matrix proteome.
16377746,0032-0889,Plant Physiol.,2006,10.1104/pp.105.070219,PMC1326053,Cell wall proteome in the maize primary root elongation zone. I. Extraction and identification of water-soluble and lightly ionically bound proteins.
16602704,1535-3893,J. Proteome Res.,2006,10.1021/pr050471q,,Characterization of the maize xylem sap proteome.
18258693,0032-0889,Plant Physiol.,2008,10.1104/pp.107.113423,PMC2287327,Deregulation of maize C4 photosynthetic development in a mesophyll cell-defective mutant.
18453340,1535-9484,Mol. Cell Proteomics,2008,10.1074/mcp.M800016-MCP200,PMC2556027,Consequences of C4 differentiation for chloroplast membrane proteomes in maize mesophyll and bundle sheath cells.
18521681,0098-0331,J. Chem. Ecol.,2008,10.1007/s10886-008-9477-4,,Protein expression changes in maize roots in response to humic substances.
18599648,0032-0889,Plant Physiol.,2008,10.1104/pp.108.121012,PMC2528119,Comparative proteomics of chloroplast envelopes from C3 and C4 plants reveals specific adaptations of the plastid envelope to C4 photosynthesis and candidate proteins required for maintaining C4 metabolite fluxes.
20089766,1532-2548,Plant Physiol.,2010,10.1104/pp.109.152694,PMC2832236,"Reconstruction of metabolic pathways, protein expression, and homeostasis machineries across maize bundle sheath and mesophyll chloroplasts: large-scale quantitative proteomics using the first maize genome assembly."
20701693,1438-8677,Plant Biol (Stuttg),2010,10.1111/j.1438-8677.2009.00280.x,,Characterisation of Zea mays L. plastidial transglutaminase: interactions with thylakoid membrane proteins.
21196305,1945-0508,Front Biosci (Elite Ed),2011,,,Shotgun proteomics analysis on maize chloroplast thylakoid membrane.
22065420,1532-2548,Plant Physiol.,2012,10.1104/pp.111.188474,PMC3252073,Nucleoid-enriched proteomes in developing plastids and chloroplasts from maize leaves: a new conceptual framework for nucleoid functions.
22192489,1746-4811,Plant Methods,2011,10.1186/1746-4811-7-48,PMC3284877,Comparative evaluation of extraction methods for apoplastic proteins from maize leaves.
22501030,1744-7909,J Integr Plant Biol,2012,10.1111/j.1744-7909.2012.01122.x,,Nitrogen under- and over-supply induces distinct protein responses in maize xylem sap.
22607058,1365-313X,Plant J.,2012,10.1111/j.1365-313X.2012.05056.x,,Specific changes in total and mitochondrial proteomes are associated with higher levels of heterosis in maize hybrids.
22833285,1615-9861,Proteomics,2012,10.1002/pmic.201200196,,Differential phosphorylation of thylakoid proteins in mesophyll and bundle sheath chloroplasts from maize plants grown under low or high light.
23198870,1535-3907,J. Proteome Res.,2013,10.1021/pr300952g,,Construction of plastid reference proteomes for maize and Arabidopsis and evaluation of their orthologous relationships; the concept of orthoproteomics.
23353019,1876-7737,J Proteomics,2013,10.1016/j.jprot.2013.01.006,,The plasma membrane proteome of maize roots grown under low and high iron conditions.
23508561,1664-462X,Front Plant Sci,2013,10.3389/fpls.2013.00033,PMC3589600,Developmental distribution of the plasma membrane-enriched proteome in the maize primary root growth zone.
23543921,1664-462X,Front Plant Sci,2013,10.3389/fpls.2013.00065,PMC3610082,Comparative proteomics of chloroplasts envelopes from bundle sheath and mesophyll chloroplasts reveals novel membrane proteins with a possible role in c4-related metabolite fluxes and development.
24677780,1615-9861,Proteomics,2014,10.1002/pmic.201300147,,Maize (Zea mays L.) seedling leaf nuclear proteome and differentially expressed proteins between a hybrid and its parental lines.
20408568,1535-3907,J. Proteome Res.,2010,10.1021/pr901168v,,The mucilage proteome of maize (Zea mays L.) primary roots.
14966246,0032-0889,Plant Physiol.,2004,10.1104/pp.103.032003,PMC344533,A proteomic analysis of maize chloroplast biogenesis.
24351685,1532-2548,Plant Physiol.,2014,10.1104/pp.113.229054,PMC3912095,The potato tuber mitochondrial proteome.
24773703,1471-2164,BMC Genomics,2014,10.1186/1471-2164-15-315,PMC4234511,Proteomics and transcriptomics of the BABA-induced resistance response in potato using a novel functional annotation approach.
25270759,1471-2229,BMC Plant Biol.,2014,10.1186/s12870-014-0254-y,PMC4192290,Phosphite-induced changes of the transcriptome and secretome in Solanum tuberosum leading to resistance against Phytophthora infestans.
22313117,1535-3907,J. Proteome Res.,2012,10.1021/pr201004k,,Protein profiling in potato (Solanum tuberosum L.) leaf tissues by differential centrifugation.
22902798,1873-2690,Plant Physiol. Biochem.,2012,10.1016/j.plaphy.2012.07.017,,Hydrophobic proteins secreted into the apoplast may contribute to resistance against Phytophthora infestans in potato.
26455813,1876-7737,J Proteomics,2016,10.1016/j.jprot.2015.10.009,,The membrane proteome of male gametophyte in Solanum lycopersicum.
